str,freq
!,0.177221040954053805
@,0.153647037071276693
_,0.103540722936119073
$,0.071091799944531756
*,0.067209022834427284
#,0.063973375242673575
-,0.063880928168623466
;,0.036978829620042529
.,0.029860404918184341
&,0.029305722473883702
!!,0.015900896736618285
$$,0.014236849403716372
%,0.013867061107515948
+,0.011925672552463714
 ,0.011925672552463714
**,0.009429601553110845
=,0.008412683738559674
^,0.006193953961357123
!@#,0.005546824443006379
?,0.004899694924655635
/,0.004807247850605528
!@,0.004437459554405103
~,0.004067671258204677
",",0.003605435887954146
&#,0.003143200517703615
@@,0.002773412221503189
!!!,0.002680965147453083
$$$,0.002403623925302764
(,0.002403623925302764
##,0.002126282703152445
@!,0.001941388555052233
@$,0.001848941481002126
),0.001848941481002126
--,0.001756494406952020
!@#$,0.001479153184801701
@#,0.001386706110751595
***,0.001386706110751595
*&,0.001201811962651382
++,0.001109364888601276
;*,0.001109364888601276
#$,0.001109364888601276
..,0.001109364888601276
$@,0.001016917814551169
@$$,0.001016917814551169
`,0.000924470740501063
__,0.000924470740501063
%%,0.000924470740501063
[,0.000832023666450957
%$,0.000832023666450957
*#,0.000739576592400851
$!,0.000739576592400851
;&,0.000739576592400851
],0.000647129518350744
#!,0.000647129518350744
!!!!,0.000647129518350744
...,0.000554682444300638
$%,0.000554682444300638
_@,0.000554682444300638
$%^,0.000554682444300638
#@!,0.000554682444300638
%&,0.000554682444300638
@*,0.000554682444300638
@&,0.000554682444300638
@@@,0.000554682444300638
=-,0.000462235370250532
#*,0.000462235370250532
^^,0.000462235370250532
!$,0.000462235370250532
%^,0.000462235370250532
??,0.000462235370250532
!*,0.000462235370250532
$^,0.000462235370250532
#@,0.000462235370250532
$*,0.000462235370250532
!#,0.000462235370250532
^&,0.000462235370250532
*!,0.000369788296200425
-=,0.000369788296200425
*@,0.000369788296200425
@%,0.000369788296200425
@^,0.000369788296200425
$#,0.000369788296200425
%^&,0.000369788296200425
^%,0.000369788296200425
\,0.000369788296200425
!&,0.000369788296200425
===,0.000277341222150319
___,0.000277341222150319
$!$,0.000277341222150319
@#$,0.000277341222150319
$$!,0.000277341222150319
+++,0.000277341222150319
;!,0.000277341222150319
%%(),0.000277341222150319
!$!,0.000277341222150319
(),0.000277341222150319
~!,0.000277341222150319
==,0.000277341222150319
!%,0.000277341222150319
*$,0.000277341222150319
$$$$,0.000277341222150319
$&,0.000277341222150319
#%,0.000184894148100213
=$,0.000184894148100213
*%,0.000184894148100213
!_,0.000184894148100213
;^%,0.000184894148100213
_!,0.000184894148100213
****,0.000184894148100213
;&#,0.000184894148100213
^@,0.000184894148100213
{,0.000184894148100213
+*,0.000184894148100213
;#,0.000184894148100213
$@#,0.000184894148100213
;;,0.000184894148100213
$@!,0.000184894148100213
|,0.000184894148100213
^^^,0.000184894148100213
!!@,0.000184894148100213
$_,0.000184894148100213
*~,0.000184894148100213
;%,0.000184894148100213
-*,0.000184894148100213
******,0.000184894148100213
#$%,0.000184894148100213
``,0.000184894148100213
#^,0.000184894148100213
!!@@##,0.000184894148100213
!@#$%^&,0.000184894148100213
%@,0.000184894148100213
+-,0.000184894148100213
@$^,0.000184894148100213
%*,0.000184894148100213
]]],0.000184894148100213
###,0.000184894148100213
%!,0.000184894148100213
;^,0.000092447074050106
/&#,0.000092447074050106
;][;.,0.000092447074050106
+$-,0.000092447074050106
/|,0.000092447074050106
!*@^^,0.000092447074050106
#%!,0.000092447074050106
_}},0.000092447074050106
$$!!!,0.000092447074050106
______,0.000092447074050106
*(),0.000092447074050106
---,0.000092447074050106
+_*&,0.000092447074050106
.!,0.000092447074050106
^-^,0.000092447074050106
_#!,0.000092447074050106
?@,0.000092447074050106
~~~,0.000092447074050106
+!,0.000092447074050106
",.",0.000092447074050106
!**,0.000092447074050106
",./",0.000092447074050106
@@@@@@,0.000092447074050106
^_*,0.000092447074050106
@~,0.000092447074050106
!!$,0.000092447074050106
*^$,0.000092447074050106
!=$+,0.000092447074050106
~!@,0.000092447074050106
@!~,0.000092447074050106
@_#,0.000092447074050106
!@!,0.000092447074050106
$$^,0.000092447074050106
_*,0.000092447074050106
$=,0.000092447074050106
!*!,0.000092447074050106
!=,0.000092447074050106
!!@#,0.000092447074050106
.&,0.000092447074050106
{_,0.000092447074050106
"=+,",0.000092447074050106
;.,0.000092447074050106
@+,0.000092447074050106
!@#_,0.000092447074050106
_#@!,0.000092447074050106
=&,0.000092447074050106
$$#,0.000092447074050106
$$**,0.000092447074050106
()#,0.000092447074050106
**),0.000092447074050106
^_^,0.000092447074050106
~~,0.000092447074050106
*%@,0.000092447074050106
=)(=,0.000092447074050106
;%$@,0.000092447074050106
@@$#,0.000092447074050106
$@@,0.000092447074050106
!!@&,0.000092447074050106
%`/(,0.000092447074050106
+-*/,0.000092447074050106
*******,0.000092447074050106
~+,0.000092447074050106
|?,0.000092447074050106
$#$,0.000092447074050106
!!!!!!!!!!!!!!!!!!!!,0.000092447074050106
*#$,0.000092447074050106
$*?@!,0.000092447074050106
((,0.000092447074050106
~*,0.000092447074050106
%=,0.000092447074050106
@!%,0.000092447074050106
"/.,",0.000092447074050106
;#&,0.000092447074050106
@=,0.000092447074050106
/*-/*-/*-*,0.000092447074050106
-^@%,0.000092447074050106
%_,0.000092447074050106
~_!,0.000092447074050106
!#%,0.000092447074050106
_$@,0.000092447074050106
*?,0.000092447074050106
$-,0.000092447074050106
~@#,0.000092447074050106
;?,0.000092447074050106
},0.000092447074050106
@%!,0.000092447074050106
+},0.000092447074050106
__&,0.000092447074050106
#^@,0.000092447074050106
?!,0.000092447074050106
???,0.000092447074050106
%^%$,0.000092447074050106
@!!@,0.000092447074050106
@@@@@@@,0.000092447074050106
^##,0.000092447074050106
!*+,0.000092447074050106
%@$,0.000092447074050106
!@#*,0.000092447074050106
#!$,0.000092447074050106
!(**,0.000092447074050106
-----,0.000092447074050106
;#*,0.000092447074050106
!(,0.000092447074050106
;!!,0.000092447074050106
",..",0.000092447074050106
-%!,0.000092447074050106
@#!,0.000092447074050106
-_,0.000092447074050106
-.,0.000092447074050106
**$$@@,0.000092447074050106
-!,0.000092447074050106
$*_,0.000092447074050106
__@&,0.000092447074050106
//,0.000092447074050106
!^,0.000092447074050106
!@#$!,0.000092447074050106
#*^,0.000092447074050106
@#!@,0.000092447074050106
@//,0.000092447074050106
-$$,0.000092447074050106
!$!$,0.000092447074050106
;*^,0.000092447074050106
%$#,0.000092447074050106
_%,0.000092447074050106
__(,0.000092447074050106
#^$$@*&,0.000092447074050106
#=,0.000092447074050106
+_,0.000092447074050106
_=,0.000092447074050106
"],],],",0.000092447074050106
_$,0.000092447074050106
*#_,0.000092447074050106
=],0.000092447074050106
     ,0.000092447074050106
", ",0.000092447074050106
@!#*,0.000092447074050106
^$,0.000092447074050106
#&,0.000092447074050106
",,",0.000092447074050106
[[,0.000092447074050106
]],0.000092447074050106
(@,0.000092447074050106
)&,0.000092447074050106
[],0.000092447074050106
!-,0.000092447074050106
$/,0.000092447074050106
[[[,0.000092447074050106
++++++,0.000092447074050106
+ #,0.000092447074050106
$#@,0.000092447074050106
$$$!,0.000092447074050106
./,0.000092447074050106
!@**,0.000092447074050106
!@#$%,0.000092447074050106
-^,0.000092447074050106
^-,0.000092447074050106
!+,0.000092447074050106
#_,0.000092447074050106
!@$#,0.000092447074050106
"_,.-+",0.000092447074050106
=.,0.000092447074050106
=!,0.000092447074050106
!!*,0.000092447074050106
;^%$#@!~,0.000092447074050106
!#!,0.000092447074050106
!$#,0.000092447074050106
*^*-,0.000092447074050106
