str,freq
.,0.277777777777777790
@,0.159722222222222210
_,0.107638888888888895
..,0.045138888888888888
*,0.038194444444444448
+,0.031250000000000000
-,0.027777777777777776
!,0.020833333333333332
~,0.017361111111111112
?,0.017361111111111112
/,0.017361111111111112
!@#,0.017361111111111112
#,0.017361111111111112
;,0.010416666666666666
@@,0.010416666666666666
...,0.010416666666666666
@!,0.006944444444444444
&,0.006944444444444444
//,0.006944444444444444
!@,0.006944444444444444
%,0.006944444444444444
;',0.003472222222222222
&@,0.003472222222222222
',0.003472222222222222
#@,0.003472222222222222
!!!,0.003472222222222222
(*),0.003472222222222222
=,0.003472222222222222
**..,0.003472222222222222
!~,0.003472222222222222
&*(,0.003472222222222222
+-,0.003472222222222222
",.",0.003472222222222222
--,0.003472222222222222
!@#$%,0.003472222222222222
",./",0.003472222222222222
@@@,0.003472222222222222
********,0.003472222222222222
///,0.003472222222222222
$,0.003472222222222222
+.,0.003472222222222222
++..,0.003472222222222222
>.,0.003472222222222222
++,0.003472222222222222
",",0.003472222222222222
#$,0.003472222222222222
*/,0.003472222222222222
!.#,0.003472222222222222
~!@#$%^&,0.003472222222222222
@%&,0.003472222222222222
$$$$##$#,0.003472222222222222
!..,0.003472222222222222
+_,0.003472222222222222
&&,0.003472222222222222
\=-,0.003472222222222222
$%^,0.003472222222222222
%%,0.003472222222222222
***,0.003472222222222222
$$$$$$,0.003472222222222222
~~~,0.003472222222222222
++++++++++++++++++++,0.003472222222222222
